,Unnamed: 0,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Res,ContractPush,LoyaltyPush
6452,6452,9529-OFXHY,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.75,1242.2,No,[0.6036803126335144],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6453,6453,8634-MPHTR,Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,4871.05,Yes,[0.5696853995323181],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6454,6454,2669-QVCRG,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,No,[0.27303361892700195],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6455,6455,2478-EEWWM,Male,0,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.3,2666.75,No,[0.23678961396217346],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
6456,6456,9174-IHETN,Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),70.35,3533.6,No,[0.09682750701904297],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
6457,6457,2233-TXSIU,Male,0,Yes,Yes,17,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),44.45,792.15,No,[0.05534011125564575],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
6458,6458,9644-UMGQA,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.15,295.65,No,[0.2827358841896057],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6459,6459,3256-EZDBI,Male,1,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.45,1459.35,No,[0.3122836649417877],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
6460,6460,8761-NSOBC,Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.55,4398.15,Yes,[0.315947949886322],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6461,6461,0419-YAAPX,Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.3,4297.95,No,[0.2732788324356079],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
6462,6462,8413-VONUO,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.65,167.3,Yes,[0.5827828645706177],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6463,6463,0872-CASZJ,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,69.1,4096.9,No,[0.06170883774757385],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
6464,6464,4726-DLWQN,Male,1,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.35,3454.6,No,[0.2081851363182068],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
6465,6465,8164-OCKUJ,Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1286,No,[0.0009714066982269287],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
6466,6466,3094-JOJAI,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387,No,[0.3790771961212158],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6467,6467,9494-MRNYX,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.05,786.3,No,[0.5632833242416382],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6468,6468,2599-CZABP,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,44.6,641.25,No,[0.19532397389411926],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
6469,6469,7945-PRBVF,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.45,705.45,No,[0.00863790512084961],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
6470,6470,4544-RXFMG,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,43.45,345.5,No,[0.18886226415634155],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
6471,6471,0859-YGKFW,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,345.9,No,[0.023825615644454956],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
6472,6472,1150-FTQGN,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.15,5811.8,No,[0.09732663631439209],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
6473,6473,9223-UCPVT,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,94.4,Yes,[0.6990635395050049],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6474,6474,7196-LIWRH,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,124.45,No,[0.012323766946792603],"Low Risk, offer discount","Short Term customer ,Offer 100 Loyalty Points"
6475,6475,5448-VWNAM,Female,0,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.9,1375.6,No,[0.27582216262817383],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6476,6476,1177-XZBJL,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.15,3491.55,No,[0.034643322229385376],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
6477,6477,3518-FSTWG,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.55,7920.7,No,[0.10589736700057983],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
6478,6478,9330-VOFSZ,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,6640.7,No,[0.0898454487323761],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
6479,6479,4351-QLCSU,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,55,Yes,[0.40414512157440186],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6480,6480,0939-EREMR,Female,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.45,718.1,No,[0.19458404183387756],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6481,6481,9389-ACWBI,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4,No,[0.4806205928325653],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6482,6482,5419-JPRRN,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,101.45,Yes,[0.8831018209457397],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6483,6483,3644-QXEHN,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.0,1334.45,No,[0.5203337073326111],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6484,6484,2911-IJORQ,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.6,3358.65,No,[0.11280706524848938],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6485,6485,5921-NGYRH,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.55,4764,No,[0.12364482879638672],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
6486,6486,2100-BDNSN,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.95,350.3,Yes,[0.2910405993461609],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6487,6487,5998-DZLYR,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.35,5703,No,[0.06793224811553955],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
6488,6488,0488-GSLFR,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5,69.5,Yes,[0.7180233001708984],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6489,6489,9318-NKNFC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.85,18.85,Yes,[0.2746833562850952],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6490,6490,3985-HOYPM,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,No,[0.03334170579910278],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6491,6491,9728-FTTVZ,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,Yes,[0.7179696559906006],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6492,6492,9548-LERKT,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,No,[0.005007684230804443],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
6493,6493,6576-FBXOJ,Male,0,Yes,No,17,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.6,934.8,No,[0.28130975365638733],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
6494,6494,4310-KEDTB,Female,0,No,Yes,26,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.8,786.5,No,[0.23801183700561523],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6495,6495,7254-IQWOZ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,[0.6769395470619202],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6496,6496,2474-BRUCM,Male,1,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.85,4086.3,Yes,[0.5482565760612488],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6497,6497,4062-HBMOS,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.05,5364.8,No,[0.3964196443557739],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
6498,6498,0742-NXBGR,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.3,82.3,Yes,[0.6562044024467468],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6499,6499,2676-ISHSF,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,No,[0.24574202299118042],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6500,6500,9236-NDUCW,Female,0,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.1,770.4,No,[0.022698789834976196],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
6501,6501,4753-PADAS,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,6816.95,No,[0.22591102123260498],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
6502,6502,6103-QCKFX,Female,0,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,No,[0.0660163164138794],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6503,6503,7781-EWARA,Male,0,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35,4138.7,No,[0.048831552267074585],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
6504,6504,6110-OHIHY,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.25,267.6,Yes,[0.6353772282600403],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6505,6505,7018-FPXHH,Male,0,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,3457.45,No,[0.006564915180206299],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
6506,6506,5889-LFOLL,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1115.2,Yes,[0.748271644115448],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6507,6507,5708-EVONK,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,Yes,[0.29771101474761963],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
6508,6508,8708-XPXHZ,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,4186.3,Yes,[0.47220268845558167],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6509,6509,0616-ATFGB,Male,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,Yes,[0.6958423256874084],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6510,6510,0572-ZJKLT,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.65,4630.2,No,[0.022868722677230835],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
6511,6511,5135-RDDQL,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.65,3221.25,No,[0.009025514125823975],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
6512,6512,1353-LJWEM,Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.9,688.5,No,[0.28049159049987793],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6513,6513,1794-SWWKL,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.65,867.1,No,[0.17568010091781616],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6514,6514,6166-YIPFO,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,64.7,4746.05,No,[0.02348586916923523],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
6515,6515,7016-BPGEU,Female,0,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,Yes,[0.32037633657455444],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6516,6516,6876-ADESB,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.95,48.95,Yes,[0.4492429196834564],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6517,6517,9332-GYWLO,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.85,355.1,No,[0.4748806357383728],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6518,6518,1963-SVUCV,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,Yes,[0.4700705111026764],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6519,6519,4184-VODJZ,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7,No,[0.3108293414115906],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
6520,6520,0220-EBGCE,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.85,167.3,Yes,[0.7076067328453064],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6521,6521,1092-WPIVQ,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,428.45,No,[0.004564940929412842],"Low Risk, offer discount","Short Term customer ,Offer 100 Loyalty Points"
6522,6522,7233-IOQNP,Female,0,Yes,No,43,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.0,1505.35,No,[0.09663864970207214],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6523,6523,2834-JKOOW,Female,0,No,No,15,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,45.9,693.45,No,[0.06398031115531921],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
6524,6524,2754-VDLTR,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.2,930.4,Yes,[0.6495040655136108],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6525,6525,2400-FEQME,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,1177.95,No,[0.001001805067062378],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
6526,6526,3190-XFANI,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.6,5069.65,Yes,[0.31207478046417236],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
6527,6527,7551-DACSP,Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.3,324.25,Yes,[0.2991279065608978],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6528,6528,4957-SREEC,Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.35,1458.1,No,[0.0004899501800537109],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
6529,6529,7235-NXZCP,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.85,156.4,Yes,[0.7300109267234802],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6530,6530,0230-UBYPQ,Male,1,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,No,[0.045073866844177246],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
6531,6531,4923-ADWXJ,Female,0,No,No,25,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,No,[0.2672451138496399],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6532,6532,1763-KUAAW,Female,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.35,369.6,No,[0.04022654891014099],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
6533,6533,1104-TNLZA,Male,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.8,2998,No,[0.5355027914047241],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6534,6534,5195-KPUNQ,Female,1,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,96.75,5206.55,No,[0.18499860167503357],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
6535,6535,0520-FDVVT,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.35,3626.1,Yes,[0.33752673864364624],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6536,6536,3439-GVUSX,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,No,[0.4719613194465637],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6537,6537,1444-VVSGW,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.65,7968.85,Yes,[0.12014970183372498],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
6538,6538,5712-PTIWW,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.85,152.45,Yes,[0.5142738819122314],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6539,6539,5949-HGVJL,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.05,1959.5,No,[0.28048157691955566],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6540,6540,5203-XEHAX,Female,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,64.35,2053.05,No,[0.12477326393127441],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6541,6541,1635-HDGFT,Female,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,398.55,No,[0.007048279047012329],"Low Risk, offer discount","Short Term customer ,Offer 100 Loyalty Points"
6542,6542,3315-TOTBP,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.0,1130.85,Yes,[0.5230814218521118],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6543,6543,8050-XGRVL,Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),54.75,3425.35,No,[0.01169845461845398],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
6544,6544,6661-HBGWL,Female,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,Yes,[0.5775416493415833],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6545,6545,1518-VOWAV,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,703.55,Yes,[0.358984112739563],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6546,6546,9828-QHFBK,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.15,1275.7,No,[0.21680250763893127],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6547,6547,3908-MKIMJ,Male,1,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,41.95,2965.75,No,[0.01757940649986267],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
6548,6548,5012-YSPJJ,Male,0,Yes,Yes,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,54.35,1647,No,[0.1131991446018219],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6549,6549,5909-ECHUI,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.25,56.25,Yes,[0.5074737668037415],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6550,6550,1309-BXVOQ,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.1,2249.95,Yes,[0.6559818983078003],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
6551,6551,6728-VOIFY,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,96.0,6109.75,No,[0.3492773771286011],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
6552,6552,9317-WZPGV,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,Yes,[0.7772772312164307],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
6553,6553,4891-NLUBA,Female,0,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.45,3751.15,No,[0.029566198587417603],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
6554,6554,2856-HYAPG,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.65,68.65,Yes,[0.6168581247329712],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
